1774108800.049309,78.28,0.6,0.0227,1.0
1774108830.0513291,78.29,0.64,0.0287,1.0
1774861101.073034,81.23,0.73,0.0118,0.92
1774861131.2528505,89.45,0.92,0.0151,1.0
1774940140.7788827,84.65,0.89,0.022,0.94
1774940217.3473787,88.91,0.94,0.0208,1.0
